index,class,tweet,clean_tweet
18606,1,RT @YunGMiGo: @ChynaaKDave na a hoe cry to yu swear she ain't fuckn off n still have a side nigga,rt na a hoe cry to yu swear she ain t fuckn off n still have a side nigga
18607,1,RT @YunGMiGo: Spit da same game to hoes like da same clothes money bring power so we like a bankroll @Shane_A1,rt spit da same game to hoes like da same clothes money bring power so we like a bankroll a1
18608,1,RT @YungFree504: Mannn let bosh hoe ass hit that 3,rt mannn let bosh hoe ass hit that 3
18609,1,"RT @YungPineapple_: ""To bad you wont hit a girl pussy"" http://t.co/hsRjqyxZj8",rt to bad you wont hit a girl pussy
18610,1,"RT @YungPineapple_: ""You like your lunch little boy?""

""Nah bitch look what I'm eating cause of you"" http://t.co/7cvA8grvds",rt you like your lunch little boy nah bitch look what i m eating cause of you
18611,1,RT @YungRajee: Ladies listen NO nigga wants to settle down at a young age. All you bitches crying about being single now will be wifed in 1&#8230;,rt ladies listen no nigga wants to settle down at a young age all you bitches crying about being single now will be wifed in 1 8230
18612,1,RT @YungRalphMaejor: &#8220;@iDocLyfe: Worst movie you can think of?&#8221; Fan that fucking trash netflix be posting shit that looks like a porno,rt 8220 worst movie you can think of 8221 fan that fucking trash netflix be posting shit that looks like a porno
18613,1,RT @YungRetweet: @Versharky bitch,rt bitch
18614,1,"RT @YungTweetGod: AWE HELL NAH ""@SideHoeNextDoor: me and @yungblasiann are bad bitches, come fuck with us"" http://t.co/6mInU5kdeI",rt awe hell nah me and are bad bitches come fuck with us
18615,1,RT @YungTweetGod: Bitches will give their pussy to the whole community but wont give a nigga a piece of gum,rt bitches will give their pussy to the whole community but wont give a nigga a piece of gum
18616,1,"RT @YungUgIy: just because i think you're fine don't mean i want you, you appealing to my eyes, not my heart bitch.",rt just because i think you re fine don t mean i want you you appealing to my eyes not my heart bitch
18617,1,RT @Yung_Mizzo: I got money I don't need u bitch,rt mizzo i got money i don t need u bitch
18618,1,RT @Yung_bootylord: Everybody think i get hoes and think ima playa but honestly im in my crib wondering bout if my mom making yellow or whi&#8230;,rt bootylord everybody think i get hoes and think ima playa but honestly im in my crib wondering bout if my mom making yellow or whi 8230
18619,1,RT @YurUgly: Niggas these days will walk 10 miles to get some pussy. &#128557;,rt niggas these days will walk 10 miles to get some pussy 128557
18620,1,"RT @ZANNLXRD: i hate when italian ppl say ""olive garden isnt real italian food"" fuck ur grandmas roasted casserole you bitch olive garden i&#8230;",rt i hate when italian ppl say olive garden isnt real italian food fuck ur grandmas roasted casserole you bitch olive garden i 8230
18621,1,RT @ZOEPASSION Niggaz buying p***y....Niggaz buying p***y. + Don't start this hoe shit...,rt niggaz buying p y niggaz buying p y don t start this hoe shit
18622,1,RT @Z_MEGA: @Im_Yung_Jay grab me some bitches while u up there lmao oh and a belt ( fendi ),rt mega yung jay grab me some bitches while u up there lmao oh and a belt fendi
18623,1,"RT @Zach_Dorsey: Give me three wishes

I wish, I wish, I wish, you would bitch",rt dorsey give me three wishes i wish i wish i wish you would bitch
18624,2,RT @Zach_Dorsey: My trash is worth more than you,rt dorsey my trash is worth more than you
18625,1,"RT @Zag_OX: Your girl hold my dick like a wii controller
Where's your bitch, nigga? We control her",rt ox your girl hold my dick like a wii controller where s your bitch nigga we control her
18626,1,"RT @ZayBillions: ""Alright bitches we are the Kayne's now"" http://t.co/IBsFfuqag4",rt alright bitches we are the kayne s now
18627,1,RT @ZayZillaaa: &#8220;@ArchieLacombe: @ZayZillaaa @Thompson_Era long as my bitches love me &#128527;&#8221; &#128514;&#128076;,rt 8220 era long as my bitches love me 128527 8221 128514 128076
18628,1,"RT @Zednanreh__: ""@_InMyZoneeee: I think my wish came true, where y'all hating ass bitches at &#128299; http://t.co/so4coPPpU9""oh nahhhhh",rt inmyzoneeee i think my wish came true where y all hating ass bitches at 128299 nahhhhh
18629,2,"RT @ZekeJMiller: RT @MarcACaputo: ""I've met few people in politics that I disrespect more than Charlie Crist,"" --Rudy Giuliani",rt rt i ve met few people in politics that i disrespect more than charlie crist rudy giuliani
18630,2,RT @ZekeJMiller: RT @bobschieffer: Looking forward to sitting down with President Obama for our 60th anniversary broadcast this Sunday &#8212; ho&#8230;,rt rt looking forward to sitting down with president obama for our 60th anniversary broadcast this sunday 8212 ho 8230
18631,1,RT @ZephTheGreat: Not all black girls are ghetto .,rt not all black girls are ghetto
18632,1,RT @Ziggybadass: &#128557;&#128557;&#128557; RT @JBrownSugaa: I'm pretty sure my future ex boyfriend is on here slidin in another bitch DMs...but i'm patient,rt 128557 128557 128557 rt i m pretty sure my future ex boyfriend is on here slidin in another bitch dms but i m patient
18633,1,RT @ZitlalyL: &#8220;@Vic_Manzan0: My dog is gonna be a bitch magnet for sure &#128076;&#8221;no&#9995;,rt 8220 manzan0 my dog is gonna be a bitch magnet for sure 128076 8221 no 9995
18634,1,RT @ZitlalyL: @Vic_Manzan0 haha doubt it did you see all them bitches you had at the track field ?&#128561;&#128561; there were soo many &#128514;&#128076;,rt manzan0 haha doubt it did you see all them bitches you had at the track field 128561 128561 there were soo many 128514 128076
18635,1,RT @ZitlalyL: @Vic_Manzan0 just like you&#128076;&#128079; you pulled all them track bitches &#128514;,rt manzan0 just like you 128076 128079 you pulled all them track bitches 128514
18636,2,RT @ZitlalyL: It's okay chiquito &#128514; I'm not in the ghetto anymore &#128524;,rt it s okay chiquito 128514 i m not in the ghetto anymore 128524
18637,1,RT @ZitlalyL: You don't know maybe some bitches like a man in a tutu &#128514;&#128514;&#128054;,rt you don t know maybe some bitches like a man in a tutu 128514 128514 128054
18638,2,RT @ZonedMoan: Smh RT @TieMyDuragBoo: And Henny too RT @BkRaised718 Beer trash af end of story,rt smh rt and henny too rt beer trash af end of story
18639,1,RT @Zubiaa_3o3: You can't take no ones bitch.,rt 3o3 you can t take no ones bitch
18640,0,RT @_2kkz: This faggit bitch tried to say she hoe'd for hd bearfaced bitch yusa fag,rt 2kkz this faggit bitch tried to say she hoe d for hd bearfaced bitch yusa fag
18641,1,RT @_2kkz: You niggaz really think yo niggaz/n yo bitch solid guarantee yo nigga will hav her choosin n wont tell ya,rt 2kkz you niggaz really think yo niggaz n yo bitch solid guarantee yo nigga will hav her choosin n wont tell ya
18642,1,"RT @_AD4: Why all ghetto chicks gotta smell like love-spell. Or that cucumber shit, bath &amp; body works!",rt ad4 why all ghetto chicks gotta smell like love spell or that cucumber shit bath amp body works
18643,1,"RT @_AshCrackk: My bitch bad, she from the island",rt ashcrackk my bitch bad she from the island
18644,1,RT @_BOOWHOP: I can't trust ah soul I can't trust these NIGHAS I can't trust these hoes,rt boowhop i can t trust ah soul i can t trust these nighas i can t trust these hoes
18645,1,RT @_BaDunCHING_: This bitch.... http://t.co/3x1NOLV356,rt badunching this bitch
18646,1,"RT @_Bayou_Bob_: &#8220;@white_thunduh: Why does nobody believe me when i say im a virgin dewd wtf&#8221;

 No you aint hoe",rt bayou bob 8220 thunduh why does nobody believe me when i say im a virgin dewd wtf 8221 no you aint hoe
18647,1,RT @_BeautifulKeezy: &#8220;@100046729: &#8220;@_BeautifulKeezy: &#8220;@maxnostalgia: @100046729 you need one &#128530;&#8221;yesss cause I'm not her bf !&#8221;you my bitch&#8221;&#128514;&#128514;,rt beautifulkeezy 8220 8220 beautifulkeezy 8220 you need one 128530 8221 yesss cause i m not her bf 8221 you my bitch 8221 128514 128514
18648,1,RT @_BeautifulKeezy: &#8220;@100046729: &#8220;@_BeautifulKeezy: @100046729 bitch&#128514;&#128514;&#128514;&#128128;&#8221;man that's so cute to me &#128514;&#128514;&#128514;&#128128;&#8221;find a date,rt beautifulkeezy 8220 8220 beautifulkeezy bitch 128514 128514 128514 128128 8221 man that s so cute to me 128514 128514 128514 128128 8221 find a date
18649,1,RT @_BeautifulKeezy: &#8220;@100046729: &#8220;@_BeautifulKeezy: let me sit this ass on you !&#8221;@Leelucas_&#8221;bitch you and Chris better Gtf &#128080;,rt beautifulkeezy 8220 8220 beautifulkeezy let me sit this ass on you 8221 8221 bitch you and chris better gtf 128080
18650,1,RT @_BeautifulKeezy: &#8220;@100046729: &#8220;@_BeautifulKeezy: where tf lyssa toilet mouth ass ? &#128064;&#128530;&#8221; wassup&#8221;you be twatching hoe &#128514;&#128514;,rt beautifulkeezy 8220 8220 beautifulkeezy where tf lyssa toilet mouth ass 128064 128530 8221 wassup 8221 you be twatching hoe 128514 128514
18651,1,RT @_BeautifulKeezy: &#8220;@100046729: @_BeautifulKeezy lmfao bitch was I talking to you &#128514;&#128514;&#8221;but I'm talking to you in my bubba voice &#128514;&#128514;&#128514;&#128128;,rt beautifulkeezy 8220 beautifulkeezy lmfao bitch was i talking to you 128514 128514 8221 but i m talking to you in my bubba voice 128514 128514 128514 128128
18652,1,RT @_BeautifulKeezy: &#8220;@100046729: Small ass pants &#128514;&#8221;bitch &#128514;&#128514;&#128514;,rt beautifulkeezy 8220 small ass pants 128514 8221 bitch 128514 128514 128514
18653,1,RT @_BeautifulKeezy: &#8220;@100046729: You been the side hoe &#128514;&#128514;&#128514;&#128128;&#128128;&#128074;&#8221;omg &#128514;&#128514;&#128514;&#128514;&#128184;,rt beautifulkeezy 8220 you been the side hoe 128514 128514 128514 128128 128128 128074 8221 omg 128514 128514 128514 128514 128184
18654,1,RT @_BeautifulKeezy: &#8220;@sofpizzie_: These hoes gonna be stunting in Florida with the pussy&#128586;&#128548;&#128548;&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128128;&#128080;,rt beautifulkeezy 8220 these hoes gonna be stunting in florida with the pussy 128586 128548 128548 8221 128514 128514 128514 128514 128514 128128 128080
18655,1,"RT @_BeautifulKeezy: hoe bang this big | | and she got nerves to think she better then us , bitches have no chill &#128564;",rt beautifulkeezy hoe bang this big and she got nerves to think she better then us bitches have no chill 128564
18656,1,RT @_BeautifulKeezy: ion be understanding how all you hoes drop yall nuts at once but when a bitch on your ass you can't hear a mouse piss &#8230;,rt beautifulkeezy ion be understanding how all you hoes drop yall nuts at once but when a bitch on your ass you can t hear a mouse piss 8230
18657,1,RT @_Becool4: &#8220;@Lil_swahh: The face you make before you tell a bitch about herself http://t.co/Jvm1k8togx&#8221;&lt;&lt; I make dat face too much,rt becool4 8220 swahh the face you make before you tell a bitch about herself i make dat face too much
18658,1,RT @_BlessedAle: You stupid lil ass bitch I ain't fuckin with chuuu.,rt blessedale you stupid lil ass bitch i ain t fuckin with chuuu
18659,1,"RT @_BmoreMartyr: ""@WB_Pooh_3x: What the fuck was wrong with me? Thinking I can wife this hoe.&#128514;""&#128080;&#128552;&#128516;",rt bmoremartyr pooh 3x what the fuck was wrong with me thinking i can wife this hoe 128514 128080 128552 128516
18661,1,"RT @_BredDIFFERENT: Niggas will fuck yah good , eat ya pussy then go home to they bitch like ain't shit happen &#128553;&#128530;",rt breddifferent niggas will fuck yah good eat ya pussy then go home to they bitch like ain t shit happen 128553 128530
18662,1,"RT @_BredDIFFERENT: They on a bitch , yeah they want a bitch",rt breddifferent they on a bitch yeah they want a bitch
18663,1,RT @_BucketsMcnasty: If u can steal her she's a hoe,rt bucketsmcnasty if u can steal her she s a hoe
18664,1,RT @_BucketsMcnasty: Iz no point in being jealous cuz dee hoes for everybody #&#128175;&#128175;&#128175; #BucketsProverbs,rt bucketsmcnasty iz no point in being jealous cuz dee hoes for everybody 128175 128175 128175 bucketsproverbs
18665,1,RT @_BucketsMcnasty: U bitches boring,rt bucketsmcnasty u bitches boring
18666,1,RT @_BucketsMcnasty: You knew I fucked that bitch and you didn't react?,rt bucketsmcnasty you knew i fucked that bitch and you didn t react
18667,1,RT @_ButterPecanTan: half y'all bitches side hoes and don't even know.,rt butterpecantan half y all bitches side hoes and don t even know
18668,1,RT @_CDiddy: Hate to break the news but u spam bro RT @MojoGreen1217: A dyke a tuck her titties in the winter and start calling herself Mr.&#8230;,rt cdiddy hate to break the news but u spam bro rt a dyke a tuck her titties in the winter and start calling herself mr 8230
18669,0,"RT @_Cashhhhhh: Was deleting this pic until I realized a dike in the back ground dressed like a nigga with wedges on &#128514; , bitch I'm &#128128; http:/&#8230;",rt cashhhhhh was deleting this pic until i realized a dike in the back ground dressed like a nigga with wedges on 128514 bitch i m 128128 http 8230
18670,0,RT @_ChickenGeorge: DEAD!!&#128128;&#8220;@TAkeme2CHINA: &#128553; RT @PEagles14: When ur fuckin and her pussy stank but u have really good friends........... ht&#8230;,rt chickengeorge dead 128128 8220 128553 rt when ur fuckin and her pussy stank but u have really good friends ht 8230
18671,1,"RT @_CocaKoula: Da bitch got scared and couldn't take it no mo but ya boy was feenin fo dat &#128533;&#128514;&#128514;
&#8220;@uce_INA: &#128514;&#128557;&#128514;&#128557;&#128514;&#128557;&#128514; koula noooooooo https://&#8230;",rt cocakoula da bitch got scared and couldn t take it no mo but ya boy was feenin fo dat 128533 128514 128514 8220 ina 128514 128557 128514 128557 128514 128557 128514 koula noooooooo
18672,1,RT @_CollegeHumor_: One loyal girlfriend is worth more than one hundred hoes.,rt collegehumor one loyal girlfriend is worth more than one hundred hoes
18673,0,RT @_CollegeHumor_: i fully support same-sex marriage but i'll never stop calling my friends faggots,rt collegehumor i fully support same sex marriage but i ll never stop calling my friends faggots
18674,1,RT @_ConnerJay: Ho ho ho bitches Merry 4 months-ish until Christmas. http://t.co/4JCiu8vHzV,rt connerjay ho ho ho bitches merry 4 months ish until christmas
18675,1,RT @_ConnorRay: I do not fuck with that bitch she cannot keep her legs closed,rt connorray i do not fuck with that bitch she cannot keep her legs closed
18676,1,RT @_Creamm_: @Victoria_Finae dont mind my retarded ass&#128514;,rt creamm finae dont mind my retarded ass 128514
18677,1,"RT @_Crzy4tay: &#8220;@hedge_brandon: If youve only seen my couch, not my bed, then you my hoe&#8221;&#128514;&#128514;",rt crzy4tay 8220 brandon if youve only seen my couch not my bed then you my hoe 8221 128514 128514
18678,1,RT @_DEROOO: &#8220;@ViriDoesItt: How I lose this sweet..&#8221;you ain't lose it you hide it lmfao Viri tryna smoke that hoe to his self,rt derooo 8220 how i lose this sweet 8221 you ain t lose it you hide it lmfao viri tryna smoke that hoe to his self
18679,1,RT @_DJPHILIP: &#9995;&#128214;My mama told me if a bitch feet dirty her pussy dirty cause ya feet the first thing that hit the water when you bathe.,rt djphilip 9995 128214 my mama told me if a bitch feet dirty her pussy dirty cause ya feet the first thing that hit the water when you bathe
18680,1,RT @_DalvinA: &#8220;@Can_iGet_8: I can't stand no messy hoe&#8221;1&#8419;0&#8419;0&#8419;0&#8419; true story,rt dalvina 8220 iget 8 i can t stand no messy hoe 8221 1 8419 0 8419 0 8419 0 8419 true story
18681,1,"RT @_Dingyyybritt_: @wheeler_kashhh. lls lor bitches stay wanting to fight , made them real mad i talks my Shit",rt dingyyybritt kashhh lls lor bitches stay wanting to fight made them real mad i talks my shit
18682,1,RT @_Drettab: I hate you sidelines hoes y'all got so much courage &#128553;&#128514;,rt drettab i hate you sidelines hoes y all got so much courage 128553 128514
18683,1,RT @_Ezzzylove: I hate salty bitches,rt ezzzylove i hate salty bitches
18684,1,"RT @_Ezzzylove: She a bad bitch, let's get to it right away .",rt ezzzylove she a bad bitch let s get to it right away
18685,1,"RT @_Fashi0nista: &amp; it's sad cause niggas will have a good girl &amp; do her wrong, it's hard finding a good bitch out here forreal.",rt fashi0nista amp it s sad cause niggas will have a good girl amp do her wrong it s hard finding a good bitch out here forreal
18686,1,RT @_FckYoLifeStyle: We slap bitches! &#128514;&#128514;&#128514;,rt fckyolifestyle we slap bitches 128514 128514 128514
18687,1,"RT @_Foreverfamous_: ""@vintage_monroe_: &#8220;@VineForTheByrd: Girlfriends Be Like....&#128514;&#128557;&#128588;&#128175; https://t.co/QM5XDxNQyN&#8221;bitch we don't want him""&#128514;&#128514;&#128557;&#128557;&#128128;&#128128;",rt foreverfamous monroe 8220 girlfriends be like 128514 128557 128588 128175 we don t want him 128514 128514 128557 128557 128128 128128
18688,1,RT @_FreeMax_: &#128514;&#128514;&#128514;&#128557; skitdaddle wit that shit hoe http://t.co/BXsLCSHjHE,rt freemax 128514 128514 128514 128557 skitdaddle wit that shit hoe
18689,1,"RT @_Fvfx: Pussy will always be my fav iggy song, like how do you not like a song that just says pussy numerous amounts of time.",rt fvfx pussy will always be my fav iggy song like how do you not like a song that just says pussy numerous amounts of time
18690,1,RT @_Headsyoulose: I'll write a poem for u hoe http://t.co/jQPzftI14w,rt headsyoulose i ll write a poem for u hoe
18691,1,RT @_HolySmokes: If you can't eat pussy that's got hair on it I'm not even sure you really know how to eat pussy.,rt holysmokes if you can t eat pussy that s got hair on it i m not even sure you really know how to eat pussy
18692,1,RT @_IAmMariahJ: @1017_Sqquad man I just went from 0 - 100 real quick I ain't no hoe the fuck niggas thought this was ?&#128530;,rt iammariahj sqquad man i just went from 0 100 real quick i ain t no hoe the fuck niggas thought this was 128530
18693,1,RT @_IBeKev: Throw me a blunt bitch,rt ibekev throw me a blunt bitch
18695,1,RT @_IStayLowkey_: This bitch must be stopped http://t.co/plNmHgU4yY,rt istaylowkey this bitch must be stopped
18696,1,RT @_ImOVERSEAS: Hoes out here selling pussy for some new uggs! You disqualified,rt imoverseas hoes out here selling pussy for some new uggs you disqualified
18697,1,RT @_ImtrILLasFuk: A girl KNOWS when a bitch likes her boyfriend &#128564;&#128080;,rt imtrillasfuk a girl knows when a bitch likes her boyfriend 128564 128080
18698,1,"RT @_ImtrILLasFuk: If her pussy got over 10 body counts, It's dead&#128128;. Pussies&#128049; only have 9 lives &#128514;&#128514;",rt imtrillasfuk if her pussy got over 10 body counts it s dead 128128 pussies 128049 only have 9 lives 128514 128514
18699,1,"RT @_ItsUpWitPc: Gotta eat her pussy so good she forget dick coming next. Have her talking to herself like ""he brought dick with him too"""" &#8230;",rt itsupwitpc gotta eat her pussy so good she forget dick coming next have her talking to herself like he brought dick with him too 8230
18700,1,"RT @_JBsoprano: ""Young N****s act hard and all the bad B*****s grew up to be trash broads"" -@JaeTips",rt jbsoprano young n s act hard and all the bad b s grew up to be trash broads
18701,1,RT @_James_Kirby_: The bigger the hoops the bigger the hoe #jerryspringer #classic #truthhurts,rt james kirby the bigger the hoops the bigger the hoe jerryspringer classic truthhurts
18702,1,RT @_JioVanni: These bitches play on everybody's team,rt jiovanni these bitches play on everybody s team
18703,2,RT @_JocelynB: Yu hoes just love to pump fake bout y'all lives on these social networks,rt jocelynb yu hoes just love to pump fake bout y all lives on these social networks
18704,1,"RT @_JohnFKennedy_: Fuck bitches, get re-elected #TeamJFK",rt johnfkennedy fuck bitches get re elected teamjfk
18705,1,"RT @_JohnFKennedy_: I choose to fuck all these bitches not because they're easy, but because I'm hard #PresidentialPounding",rt johnfkennedy i choose to fuck all these bitches not because they re easy but because i m hard presidentialpounding
18706,1,RT @_JohnFKennedy_: One man's trash is another man's wife #Fact,rt johnfkennedy one man s trash is another man s wife fact
18707,1,RT @_KINGCAILLOU: Shit like this why hoes head be fuck up the want social media ass relationships http://t.co/F7pTmbSSLU,rt kingcaillou shit like this why hoes head be fuck up the want social media ass relationships
18708,1,RT @_KJTheGreat: Four Brothers showed the bitch in a lot of niggas. I would've killed. I would've killed Victor Sweet if I was one of his l&#8230;,rt kjthegreat four brothers showed the bitch in a lot of niggas i would ve killed i would ve killed victor sweet if i was one of his l 8230
18709,1,"RT @_KJTheGreat: I knew a bitch in college who sold the pussy for 2-3 ""favors""",rt kjthegreat i knew a bitch in college who sold the pussy for 2 3 favors
18710,1,RT @_KingCorey_: &#8220;@skyereyes_: &#8220;@GinaSanabria_: I have no hoes man. I don't need those though &#128564;&#8221;&#128557;&#128557; I need to pick mines back up &#128553;&#8221;,rt kingcorey 8220 8220 i have no hoes man i don t need those though 128564 8221 128557 128557 i need to pick mines back up 128553 8221
18711,1,RT @_Kingdineroo: Lmao dis bitch dumb asl http://t.co/O0RraJ8Vij,rt kingdineroo lmao dis bitch dumb asl
18712,1,"RT @_Kristin_Nikole: ""@zzachbarness: Swear AG ugly den a bitch. He look like a possum and giraffe mix breed."" This isnt funny. But I died l&#8230;",rt kristin nikole swear ag ugly den a bitch he look like a possum and giraffe mix breed this isnt funny but i died l 8230
18713,1,RT @_LLcooLJ: bitch i don't fucking know you,rt llcoolj bitch i don t fucking know you
18714,1,RT @_LOSOWORLD: @ChiefKeef bitch ass nikka took Flight Frm #Kenosha,rt losoworld bitch ass nikka took flight frm kenosha
18715,1,RT @_LastQueenCyn_: Niggas be in that pussy like http://t.co/DDJSB5itcD,rt lastqueencyn niggas be in that pussy like
18716,1,"RT @_LastQueen_Bri: Everybody claim they fvck with ""bad bitches"" but all the ugly bitches getting pregnant&#128118;&#128118; 
.

.

.

.
Somebody lien&#128530;&#128530;",rt lastqueen bri everybody claim they fvck with bad bitches but all the ugly bitches getting pregnant 128118 128118 somebody lien 128530 128530
18717,1,"RT @_LexC__: I'm convinced that some of y'all bitches get pregnant purposely because ""birth control &amp; plan b pills"" are effective &#128533;&#128056;&#9749;&#65039;",rt lexc i m convinced that some of y all bitches get pregnant purposely because birth control amp plan b pills are effective 128533 128056 9749 65039
18718,1,RT @_LiftingProbz_: if i had a dollar for every time i fucked ur bitch http://t.co/8ike4m29co,rt liftingprobz if i had a dollar for every time i fucked ur bitch
18719,1,"RT @_LilBaddiee_: I have a daughter to think about , yall think I'm worry about you hoes , naaaaaaaa",rt lilbaddiee i have a daughter to think about yall think i m worry about you hoes naaaaaaaa
18720,1,"RT @_LindseyLove: ""Let me tell y'all bitches something right quick"" http://t.co/2jcQl8pFLc",rt lindseylove let me tell y all bitches something right quick
18721,1,RT @_LoveAblePinky: &#8220;@1000gramsBee: i hate ah dirty house!!! foul living bitches&#8221;&#128514;&#128514;&#128514; it's a lot of them out there,rt loveablepinky 8220 i hate ah dirty house foul living bitches 8221 128514 128514 128514 it s a lot of them out there
18722,1,RT @_MCBaybeh1218: Keep ur bitch on a leash .,rt mcbaybeh1218 keep ur bitch on a leash
18723,1,"RT @_MILLz5: ""@Spotlightasiaa: &#128514;&#128514;&#128514;&#128514;&#128514; why fab snapped like that http://t.co/gLKgTqIG15"" &#128514;&#128514;&#128514; ""konnnichiwa bitch""",rt millz5 128514 128514 128514 128514 128514 why fab snapped like that 128514 128514 128514 konnnichiwa bitch
18724,1,"RT @_Maniac_Mind_: I tell a bitch, go and get my name tatted on her spine so I can feel good when I'm hittin it from behind",rt maniac mind i tell a bitch go and get my name tatted on her spine so i can feel good when i m hittin it from behind
18725,1,RT @_MindAtEase: Fuck twerking bitch can you cook,rt mindatease fuck twerking bitch can you cook
18726,1,RT @_MindAtEase: Wet pussy with no smell a mf,rt mindatease wet pussy with no smell a mf
18727,1,RT @_MissBre: Lord. RT @BadSkinWavyHair: RT @_MissBre #SugarCode RT @KiiD_ThatGuy: If you a hoe you a hoe I'm not finna sugar code it,rt missbre lord rt rt missbre sugarcode rt thatguy if you a hoe you a hoe i m not finna sugar code it
18728,1,RT @_MissBre: She's hurt. The nigga she crushing on fucking a bottle girl so they all have to be hoes.,rt missbre she s hurt the nigga she crushing on fucking a bottle girl so they all have to be hoes
18729,1,RT @_MoDavis: RT if you want me to expose some more bitches http://t.co/mGZjPp0rfs,rt modavis rt if you want me to expose some more bitches
18730,1,"RT @_MoonWP_: When dykes hear ""ladies free before 10"" http://t.co/ptk6CzTtkS",rt moonwp when dykes hear ladies free before 10
18731,1,RT @_Mr_Williams_: Hoes gone be hoes.&#128581;and these hoes can't be trusted &#9994;,rt mr williams hoes gone be hoes 128581 and these hoes can t be trusted 9994
18732,2,RT @_MykalaJ: @whitakerc54 blame it on the yellow chucks lmfao,rt mykalaj blame it on the yellow chucks lmfao
18733,1,"RT @_NenaKelly: Thursday We will see bitches dressed up like if the hallways were runways, clown make up on some girls,guys with pants belo&#8230;",rt nenakelly thursday we will see bitches dressed up like if the hallways were runways clown make up on some girls guys with pants belo 8230
18734,1,RT @_NikkiiiBeeee: Getting called ugly by a bitch that use to idolize you. &#128064; Ohhhh well okay... &#128514;,rt nikkiiibeeee getting called ugly by a bitch that use to idolize you 128064 ohhhh well okay 128514
18736,1,"RT @_NoREGGIEAllow: I think IF i had hoes , i would tell them alll the same shit &#128514; im too lazy to be tryna switch shit up . &#128564;",rt noreggieallow i think if i had hoes i would tell them alll the same shit 128514 im too lazy to be tryna switch shit up 128564
18737,1,RT @_OgElizabeth: On god yall hoes better get off my twitter,rt ogelizabeth on god yall hoes better get off my twitter
18738,1,RT @_POCAPetite: stick by his side and don't give his pussy up . .,rt pocapetite stick by his side and don t give his pussy up
18739,1,"RT @_Perarl: BITCH YOU GUESSED IT ""@VSamone: &#8220;@_Perarl: my pussy cuteness always sets me up for a good day&#128522;&#8221;u need some dick""

WOOOOH

You &#8230;",rt perarl bitch you guessed it 8220 perarl my pussy cuteness always sets me up for a good day 128522 8221 u need some dick wooooh you 8230
18740,1,"RT @_Phocus: ""@BOSSSHlTONLY: This bitch... http://t.co/o7uSKCMfcD""&#128514;&#128514;",rt phocus this bitch
18741,1,"RT @_PimpC: ""@koniikonn: &#8220;@_Weezy_Wee: If you ask me, every bitch gay&#8221; not me I'm all sexual"" Wtf is all sexual? If you don't mind me asking",rt pimpc 8220 weezy wee if you ask me every bitch gay 8221 not me i m all sexual wtf is all sexual if you don t mind me asking
18742,1,RT @_PlayboyG: Another movie that's gonna make you question your bitch &#128530;&#128514; https://t.co/V9EbkQytsu,rt playboyg another movie that s gonna make you question your bitch 128530 128514
18743,1,RT @_PrettyJade: I don't care about none of these bitches &#128524;,rt prettyjade i don t care about none of these bitches 128524
18744,1,"RT @_RealThickJazz: ""@1inkkofrosess: Makem eat my ass since eating pussy ain't major nomore &#128175;&#128553;&#128514;&#9996;&#65039;&#128584;&#128129;&#128079;&#128522;"" &#128514;&#128514;",rt realthickjazz makem eat my ass since eating pussy ain t major nomore 128175 128553 128514 9996 65039 128584 128129 128079 128522 128514 128514
18745,2,RT @_RiveraJustin: It's unattractive when girls act ghetto,rt riverajustin it s unattractive when girls act ghetto
18746,1,"RT @_RyanRod: RT @AmazinTheGreat: Girls say bs like ""you got too many hoes"". Stop letting twitter and IG fool you. I don't know these fucki&#8230;",rt ryanrod rt girls say bs like you got too many hoes stop letting twitter and ig fool you i don t know these fucki 8230
18747,1,RT @_SadisticBitch: I'll never understand how people can fake an entire relationship? I can't even fake a 'hello' to a bitch that I fucking&#8230;,rt sadisticbitch i ll never understand how people can fake an entire relationship i can t even fake a hello to a bitch that i fucking 8230
18748,1,RT @_ShePissGlitter: I'm not going out my way 2 make sure bitches know NOTHING ... Just pay attention !!!,rt shepissglitter i m not going out my way 2 make sure bitches know nothing just pay attention
18749,1,"RT @_ShesSuchADoll: ; straight &#128686; ""@DrewWhosUrDaddy: To each his own @wizkhalifa but these hoes weak http://t.co/W7TEj28aNr""",rt shessuchadoll straight 128686 to each his own but these hoes weak
18750,1,RT @_SiNCERE18: - when ya friends nag you like they yo bitch &#128064; mayne chill tf,rt sincere18 when ya friends nag you like they yo bitch 128064 mayne chill tf
18751,1,RT @_SooFcknHomo: Yeen suckin yeen fuckin watchu doin hoe ?,rt soofcknhomo yeen suckin yeen fuckin watchu doin hoe
18752,1,RT @_TJL0326: &#8220;@JNH_54: When the pussy so wet you hear that shit smacking &gt;&gt;&gt;&gt;&gt; &#128049;&#128166;&#128166;&#128553;&#128525;&#128588;&#8221; &#10071;&#65039;,rt tjl0326 8220 54 when the pussy so wet you hear that shit smacking gt gt gt gt gt 128049 128166 128166 128553 128525 128588 8221 10071 65039
18753,1,RT @_TatyanaShells: he like me even more cuz he know I gotta bitch,rt tatyanashells he like me even more cuz he know i gotta bitch
18754,1,RT @_ThatBoyKing: All you hoes wake up,rt thatboyking all you hoes wake up
18755,1,RT @_ThatGirlKhaila: Yo hoe will get slayed &#128514;,rt thatgirlkhaila yo hoe will get slayed 128514
